record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
DISTRICT,WEST UTTAR PRADESH,22,MAHOBA,6.6,9.5,-31,D,301.3,328.6,-8,N
DISTRICT,WEST UTTAR PRADESH,23,MAINPURI,2.5,6.4,-61,LD,203.6,360.7,-44,D
DISTRICT,WEST UTTAR PRADESH,24,MATHURA,1.5,3.7,-59,D,189.3,283.5,-33,D
DISTRICT,WEST UTTAR PRADESH,25,MEERUT,0.0,12.7,-100,NR,667.0,376.5,77,LE
DISTRICT,WEST UTTAR PRADESH,26,MORADABAD,0.0,9.4,-100,NR,385.5,497.2,-22,D
DISTRICT,WEST UTTAR PRADESH,27,MUZAFFARNAGAR,0.0,12.8,-100,NR,653.3,388.2,68,LE
DISTRICT,WEST UTTAR PRADESH,28,PILIBHIT,0.0,8.9,-100,NR,129.0,493.1,-74,LD
DISTRICT,WEST UTTAR PRADESH,29,RAMPUR,0.0,7.0,-100,NR,271.5,407.3,-33,D
DISTRICT,WEST UTTAR PRADESH,30,SAHARANPUR,0.0,10.5,-100,NR,310.8,455.8,-32,D
DISTRICT,WEST UTTAR PRADESH,31,SAMBHAL,0.7,4.7,-86,LD,640.0,377.4,70,LE
DISTRICT,WEST UTTAR PRADESH,32,SHAHJAHANPUR,0.0,6.5,-100,NR,359.0,452.2,-21,D
DISTRICT,WEST UTTAR PRADESH,33,SHAMLI,0.0,6.1,-100,NR,125.6,318.5,-61,LD
STATE,EAST UTTAR PRADESH,,,0.5,6.4,-92,LD,331.0,450.1,-26,D
